scientificName	nuccoreAcc	taxid
Helicobacter pylori	CP002337	210
Helicobacter pylori	KM583817	210
Helicobacter pylori	AF077006	210
Helicobacter pylori	CP012906	210
Helicobacter pylori	CP002335	210
Helicobacter pylori	CP000242	210
Helicobacter pylori	NC_001756	210
Helicobacter pylori	DQ198799	210
Helicobacter pylori	CP042212	210
Helicobacter pylori	CP002981	210
Helicobacter pylori	CP032032	210
Gluconobacter oxydans	CP000007	442
Gluconobacter oxydans	CP000005	442
Campylobacter fetus	CP007001	196
Campylobacter fetus	CP008811	196
Escherichia coli	CP041577	562
Escherichia coli	CP014084	562
Enterococcus faecalis	GU046453	1351
Enterococcus faecalis	CP041739	1351
Enterococcus faecalis	CP028283	1351
Enterococcus faecalis	CP022485	1351
Enterococcus faecalis	AE016831	1351
Enterococcus faecalis	AY855841	1351
Enterococcus faecalis	CP002493	1351
Enterococcus faecalis	CP008815	1351
Enterococcus faecalis	CP041878	1351
Enterococcus faecalis	KT290268	1351
Enterococcus faecalis	AB374546	1351
Enterococcus faecalis	CP028837	1351
Klebsiella	CP032224	570
Klebsiella	CP009878	570
Klebsiella	CP034049	570
Klebsiella	CP017988	570
Klebsiella	CP023556	570
Klebsiella	CP036330	570
Klebsiella aerogenes	CP014747	548
Klebsiella oxytoca	CP026270	571
Raoultella ornithinolytica	CP012557	54291
Ornithobacterium rhinotracheale	AY513488	28251
Enterobacteriaceae	CP019901	543
Enterobacteriaceae	CP024432	543
Enterobacteriaceae	CP026209	543
Enterobacteriaceae	CP040996	543
Enterobacteriaceae	CP030069	543
Enterobacteriaceae	CP038509	543
Streptomyces sp. F12	KF602051	1436084
Streptomyces sp. CdTB01	CP013744	1725411
Staphylococcus aureus	CP014419	1280
Staphylococcus aureus	EU366902	1280
Staphylococcus aureus	CP002145	1280
Staphylococcus aureus	GU237136	1280
Staphylococcus	CP030677	1279
Staphylococcus	CP042084	1279
Staphylococcus	CP030483	1279
Staphylococcus	KJ922127	1279
Staphylococcus	CP030655	1279
Staphylococcus schleiferi	KP670395	1295
Staphylococcus epidermidis	KR230047	1282
Salmonella enterica	CP024166	28901
Salmonella enterica	CP019182	28901
Salmonella enterica	CP022661	28901
Salmonella enterica	CP019193	28901
Salmonella enterica	CP022492	28901
Citrobacter sp. NMI7904_11	CP045204	2653932
Edwardsiella tarda	CP023707	636
Paracoccus sp. 2251	CP040765	2560053
Paracoccus sp. 2251	CP040762	2560053
Paracoccus sp. 2251	CP040760	2560053
Paracoccus sp. 2251	CP040759	2560053
Paracoccus sp. 2251	CP040761	2560053
Staphylococcus aureus	AF241888	1280
Staphylococcus aureus	CP029651	1280
Staphylococcus aureus	MF706324	1280
Staphylococcus	GQ900455	1279
Staphylococcus	GQ900459	1279
Staphylococcus capitis	AP017298	29388
Staphylococcus	JQ861960	1279
Staphylococcus epidermidis	CP022251	1282
Staphylococcus epidermidis	JQ312424	1282
Staphylococcus epidermidis	CP018844	1282
Melissococcus plutonius	AP018527	33970
Sulfobacillus thermotolerans	JN119830	338644
Sulfobacillus thermotolerans	JN119829	338644
Sulfobacillus acidophilus	CP003180	53633
Arthrobacter sp. 31.31	JQ418520	347202
Arthrobacter sp. J3.40	JQ418528	347209
Arthrobacter sp. ZXY-2	CP017425	1806905
Salinibacter ruber	FP565813	146919
Salinibacter ruber	CP030366	146919
Salinibacter ruber	CP030373	146919
Salinibacter ruber	CP030363	146919
Salinibacter ruber	CP030371	146919
Salinibacter ruber	CP020720	146919
Borreliella	CP001308	64895
Borreliella	CP003202	64895
Borreliella	CP028873	64895
Borreliella valaisiana	CP001433	62088
Borreliella spielmanii	CP001469	88916
Borreliella afzelii	CP002950	29518
Borrelia mayonii	CP015795	1674146
Borreliella bissettii	CP002761	64897
Borreliella	CP001524	64895
Borreliella	CP001370	64895
Borrelia sp. CA690	CP044536	1476873
Borreliella chilensis	CP009912	1245910
Zymomonas mobilis	CP003707	542
Zymomonas mobilis	CP003705	542
Borrelia miyamotoi	CP044649	47466
Borrelia miyamotoi	CP036587	47466
Borrelia miyamotoi	CP044633	47466
Borrelia miyamotoi	CP036599	47466
Borrelia miyamotoi	CP036584	47466
Burkholderiales	AY540995	80840
Sphingomonadaceae	CP018224	41297
Sphingomonadaceae	CP010955	41297
Sphingomonadaceae	CP029764	41297
Novosphingobium sp. ABRDHK2	CP039696	2571749
Enterobacteriaceae	CP023647	543
Enterobacteriaceae	LT985307	543
Acinetobacter johnsonii	CP010355	40214
Pasteurella multocida	AY232670	747
Pasteurellaceae	EU715370	712
Pasteurellaceae	JX827416	712
Vibrio tubiashii	CP009357	29498
Lactobacillus backii	CP014901	375175
Lactobacillaceae	CP014896	33958
Lactobacillaceae	CP042373	33958
Lactobacillaceae	CP014921	33958
Lactobacillaceae	CP012281	33958
Pediococcus inopinatus	CP019983	114090
Leuconostoc	CP042385	1243
Leuconostoc	CP024926	1243
Leuconostoc mesenteroides	CP014603	1245
Leuconostoc mesenteroides	CP020733	1245
Lactobacillus	CP018177	1578
Lactobacillus rossiae	CP045182	231049
Oscillatoria acuminata	CP003608	118323
Oscillatoria acuminata	CP003609	118323
Enterococcus faecium	CP019211	1352
Enterococcus faecium	KY595963	1352
Enterococcus faecium	KY595969	1352
Enterococcus faecium	CP041265	1352
Enterococcus faecium	CP012452	1352
Enterococcus faecium	CP016167	1352
Clostridiales bacterium Choco116	AP018534	2109689
Pasteurellaceae	AY362554	712
Pasteurellaceae	CP001092	712
Pasteurellaceae	AY862435	712
Pasteurellaceae	KP164834	712
Pasteurellaceae	GU080065	712
[Pasteurella] aerogenes	FR687372	749
Frederiksenia canicola	JQ319771	123824
Pasteurella stomatis	JQ319773	760
Pasteurellaceae	FJ234438	712
Pediococcus damnosus	CP012293	51663
Lactobacillus plantarum	KU896918	1590
Staphylococcus aureus	AP020312	1280
Staphylococcus aureus	CP026969	1280
Staphylococcus aureus	CP026956	1280
Lactobacillus	EU185047	1578
Staphylococcus	EU350088	1279
Staphylococcus	JQ861958	1279
Staphylococcus	CP019567	1279
Staphylococcus lugdunensis	NC_002093	28035
Staphylococcus	CP014418	1279
Staphylococcus	LC012933	1279
Staphylococcus cohnii	CP019599	29382
Staphylococcus simulans	HQ170521	1286
Staphylococcus warneri	AB125342	1292
Staphylococcus aureus	EF537646	1280
Staphylococcus pseudintermedius	CP009121	283734
Staphylococcus aureus	CP013624	1280
Staphylococcus	CP014694	1279
Staphylococcus aureus	HE805623	1280
Staphylococcus	AB539725	1279
Staphylococcus aureus	CP029171	1280
Staphylococcus aureus	CP031840	1280
Staphylococcus aureus	CP013618	1280
Staphylococcus aureus	CP029170	1280
Staphylococcus	NC_007165	1279
Staphylococcus	CP015175	1279
Staphylococcus epidermidis	AY092027	1282
Staphylococcus	FR714928	1279
Rickettsia australis	CP003339	787
Rickettsia amblyommatis	CP003337	33989
Rickettsia felis	CP000055	42862
Rickettsia africae	CP001613	35788
Rickettsia	CP010971	780
Rickettsia amblyommatis	CP003335	33989
Rickettsia	CP000684	780
Rickettsia	CP003343	780
Rickettsia	CP015014	780
Rickettsia	CP010970	780
Onion yellows phytoplasma	AB480166	100379
Onion yellows phytoplasma	AB479509	100379
'Brassica napus' phytoplasma	HQ637382	469009
Candidatus Phytoplasma	FJ905104	33926
Candidatus Phytoplasma	KF801472	33926
Onion yellows phytoplasma	AB479513	100379
Candidatus Phytoplasma	AB064396	33926
Candidatus Phytoplasma	HQ332529	33926
Periwinkle leaf yellowing phytoplasma	HQ332530	619518
Periwinkle leaf yellowing phytoplasma	HQ332527	619518
Periwinkle leaf yellowing phytoplasma	HQ332528	619518
Periwinkle leaf yellowing phytoplasma	HQ332531	619518
Aster yellows witches'-broom phytoplasma	CP000064	229545
Aster yellows witches'-broom phytoplasma	CP000062	229545
Aster yellows witches'-broom phytoplasma	CP000063	229545
Aster yellows witches'-broom phytoplasma	CP000065	229545
Wheat blue dwarf phytoplasma	JX668987	321961
Wheat blue dwarf phytoplasma	JX668988	321961
Wheat blue dwarf phytoplasma	JX668989	321961
Chinaberry witches'-broom phytoplasma	JF827298	389343
Paulownia witches'-broom phytoplasma	EF426472	39647
Paulownia witches'-broom phytoplasma	EF426473	39647
Periwinkle little leaf phytoplasma	JN835187	137854
Rice orange leaf phytoplasma	KY086101	146897
'Catharanthus roseus' aster yellows phytoplasma	CP035950	1193712
Bacillus thuringiensis	CP016196	1428
Bacillus sp. BS98	CP043831	2608254
Bacillus	CP009595	55087
Bacillus	CP001904	55087
Bacillus thuringiensis	CP017574	1428
Bacillus cereus	CP009591	1396
Bacillus thuringiensis	CP009336	1428
Bacillus thuringiensis	CP002509	1428
Bacillus thuringiensis	CP002510	1428
Bacillus sp. JAS24-2	CP031070	2217832
Sphingomonadaceae	AF079317	41297
Sphingomonadaceae	CP033228	41297
Sphingomonas sp. ERG5	KF494257	1381597
Sphingomonadales	CP009294	204457
Sphingomonadales	CP011771	204457
Croceicoccus naphthovorans	CP011772	1348774
Enterobacteriaceae	CP008717	543
Escherichia coli	JN253636	562
Enterobacteriaceae	CP003038	543
Enterobacteriaceae	CP006785	543
Enterobacteriaceae	AP019768	543
Escherichia coli	CP001833	562
Enterobacterales	CP010877	91347
Enterobacterales	CP023264	91347
Escherichia coli	KJ484633	562
Escherichia coli	CP018984	562
Escherichia coli	CP005932	562
Escherichia coli	AP019858	562
Escherichia coli	CP019270	562
Escherichia coli	MK599282	562
Escherichia coli	CP041119	562
Escherichia coli	CP041120	562
Enterobacter sp. FY-07	CP012490	1692238
Pseudomonas aeruginosa	EU410482	287
Escherichia coli	CP032423	562
Escherichia coli	CP028467	562
Bacillus safensis	CP015608	561879
Bacillus subtilis	CP035408	1423
Bacillus filamentosus	CP015329	1402861
Gammaproteobacteria	CP012954	1236
Acinetobacter baumannii	CP038652	470
Acinetobacter baumannii	CP042562	470
Acinetobacter sp. WCHA45	CP028559	2004644
Acinetobacter	LN873256	469
Acinetobacter	LN873255	469
Acinetobacter wuhouensis	CP033128	1879050
Acinetobacter baumannii	CP012953	470
Acinetobacter nosocomialis	CP033565	106654
Escherichia coli	EF536825	562
Escherichia coli	CP009074	562
Escherichia coli	FJ914220	562
Escherichia coli	LS992173	562
Enterobacteriaceae	CP018662	543
Salmonella enterica	CP023438	28901
Escherichia coli	CP029182	562
Enterobacteriaceae	MG825381	543
Enterobacteriaceae	CP022453	543
Shigella sp. MO17	HE578057	1072658
Enterobacteriaceae	MH884649	543
Enterobacteriaceae	CP010164	543
Salmonella enterica	CP022072	28901
Escherichia coli	CP035345	562
Escherichia coli	CP042608	562
Escherichia coli	CP042589	562
Escherichia coli	CP020060	562
Escherichia coli	CP033093	562
Staphylococcus epidermidis	GQ900461	1282
Staphylococcus aureus	AP020317	1280
Staphylococcus aureus	CP006840	1280
Staphylococcus aureus	CP000256	1280
Staphylococcus aureus	NC_022227	1280
Staphylococcus aureus	MH785227	1280
Staphylococcus	CP031669	1279
Staphylococcus aureus	CP019566	1280
Staphylococcus aureus	CP027494	1280
Staphylococcus aureus	CP013625	1280
Staphylococcus aureus	AM990995	1280
Staphylococcus haemolyticus	AP006717	1283
Staphylococcus aureus	KR870314	1280
Staphylococcus aureus	KR870313	1280
Staphylococcus aureus	CP042009	1280
Staphylococcus equorum	CP013983	246432
Staphylococcus aureus	KR870311	1280
Staphylococcus aureus	MH785245	1280
Staphylococcus aureus	CP042007	1280
Yersinia	CP000718	444888
Azotobacter chroococcum	CP010418	353
Rhodococcus opacus	AP011117	37919
Rhodococcus opacus	CP003953	37919
Clostridium perfringens	AB236336	1502
Clostridium perfringens	AB604032	1502
Clostridium perfringens	CP013040	1502
Clostridium perfringens	JN689217	1502
Clostridium perfringens	CP025502	1502
Clostridium perfringens	CP013039	1502
Clostridium perfringens	AB236337	1502
Clostridium perfringens	AB444205	1502
Clostridium perfringens	CP019580	1502
Clostridium perfringens	CP023413	1502
Clostridium perfringens	AP017631	1502
Clostridium perfringens	KT020842	1502
Clostridium perfringens	LN835295	1502
Escherichia coli	CP024054	562
Escherichia coli	CP010194	562
Enterobacteriaceae	CP025752	543
Escherichia coli	CP001165	562
Enterobacteriaceae	CP020924	543
Escherichia albertii	CP024283	208962
Escherichia coli	KY446064	562
Klebsiella aerogenes	LR134256	548
Klebsiella aerogenes	LR134212	548
Klebsiella oxytoca	CP026278	571
Dietzia lutea	CP015451	546160
Lactobacillus reuteri	CP006016	1598
Lactobacillus reuteri	CP002846	1598
Streptococcus mutans	AF068250	1309
Enterococcus	MH784601	1350
Enterococcus	CP038169	1350
Enterococcus	CP025078	1350
Enterococcus	CP003584	1350
Enterococcus	MG957432	1350
Enterococcus faecalis	CP041740	1351
Enterococcus faecium	CP036155	1352
Enterococcus faecium	CP014531	1352
Enterococcus	DQ198088	1350
Enterococcus	CP042836	1350
Enterococcus	CP018067	1350
Enterococcus faecium	CP013996	1352
Enterococcus faecium	CP033209	1352
Enterococcus faecium	CP019995	1352
Enterococcus faecium	CP019210	1352
Enterococcus faecium	CP019990	1352
Helicobacter pylori	KM583818	210
Helicobacter pylori	KM583816	210
Helicobacter pylori	KM583811	210
Helicobacter pylori	KM583812	210
Helicobacter pylori	AP017344	210
Helicobacter pylori	KM583821	210
Helicobacter pylori	AP017361	210
Helicobacter pylori	AP017353	210
Helicobacter pylori	AP017347	210
Helicobacter pylori	AP014713	210
Helicobacter pylori	CP002075	210
Helicobacter pylori	CP003484	210
Helicobacter pylori	CP003477	210
Helicobacter pylori	KM583814	210
Helicobacter pylori	CP001583	210
Helicobacter pylori	CP001174	210
Helicobacter pylori	AF469112	210
Helicobacter pylori	AY584531	210
Helicobacter pylori	CP001218	210
Helicobacter pylori	DQ915941	210
Helicobacter pylori	KM583809	210
Helicobacter pylori	AP011942	210
Clavibacter michiganensis	CP011045	28447
Clavibacter michiganensis	AM711866	28447
Clavibacter michiganensis	CP012575	28447
Moraxella catarrhalis	AF129811	480
Zymomonas mobilis	CP002853	542
Zymomonas mobilis	CP001724	542
Zymomonas mobilis	CP001884	542
Zymomonas mobilis	CP023681	542
Zymomonas mobilis	CP002851	542
Zymomonas mobilis	CP001883	542
Zymomonas mobilis	CP023679	542
Zymomonas mobilis	CP006892	542
Zymomonas mobilis	CP002854	542
Zymomonas mobilis	CP001723	542
Zymomonas mobilis	CP002867	542
Zymomonas mobilis	CP002852	542
Zymomonas mobilis	CP023678	542
Zymomonas mobilis	CP001885	542
Zymomonas mobilis	CP021791	542
Zymomonas mobilis	CP002866	542
Zymomonas mobilis	CP003706	542
Lactobacillus plantarum	CP035175	1590
Lactobacillus plantarum	CP035135	1590
Lactobacillus plantarum	CP006041	1590
Lactobacillus plantarum	CP017955	1590
Lactobacillus plantarum	CP035114	1590
Lactobacillus plantarum	CP013750	1590
Lactobacillus plantarum	CP040376	1590
Lactobacillus plantarum	CP023176	1590
Lactobacillus plantarum	CP006040	1590
Lactobacillus plantarum	CP023491	1590
Lactobacillus	CP035021	1578
Lactobacillus	CP033617	1578
Lactobacillus	CP015858	1578
Lactobacillus	CP032745	1578
Lactobacillus	CP025417	1578
Lactobacillus	CP017956	1578
Lactobacillus plantarum	CP037435	1590
Lactobacillus plantarum	CP035170	1590
Lactobacillus plantarum	CP013755	1590
Lactobacillus plantarum	CP025993	1590
Brevibacillus laterosporus	CP032411	1465
Brevibacillus laterosporus	CP033461	1465
Hoyosella subflava	CP002787	639313
Hoyosella subflava	CP002788	639313
Pantoea ananatis	HE617161	553
Pantoea ananatis	CP028034	553
Borreliella	AE001582	64895
Borreliella	CP001462	64895
Borreliella burgdorferi	CP001274	139
Borreliella burgdorferi	CP002267	139
Riemerella anatipestifer	JF268688	34085
Myroides odoratimimus	CP013691	76832
Azospirillum lipoferum	FQ311874	193
Azospirillum sp. M2T2B2	CP029835	682998
Azospirillum humicireducens	CP028905	1226968
Azospirillum sp. TSH100	CP039640	652764
Azospirillum sp. TSA2s	CP039644	709810
Azospirillum lipoferum	AP010952	193
Azospirillum sp. CFH 70021	CP029359	2202148
Staphylococcus	CP014116	1279
Staphylococcus	CP020767	1279
Staphylococcus	CP014131	1279
Staphylococcus epidermidis	CP034114	1282
Staphylococcus epidermidis	CP034117	1282
Staphylococcus epidermidis	CP030249	1282
Staphylococcus epidermidis	HG813246	1282
Enterococcus mundtii	CP029067	53346
Enterococcus mundtii	AP013037	53346
Enterococcus mundtii	CP018062	53346
Enterococcus mundtii	CP029068	53346
Acinetobacter baumannii	CP015365	470
Acinetobacter baumannii	CP033870	470
Acinetobacter baumannii	CP012955	470
Acinetobacter baumannii	CP026748	470
Acinetobacter sp. WCHA45	CP028558	2004644
Acinetobacter	CP032138	469
Acinetobacter	CP035937	469
Acinetobacter	CP031711	469
Acinetobacter cumulans	CP035939	2136182
Acinetobacter nosocomialis	CP033560	106654
Klebsiella oxytoca	CP033846	571
Arsenophonus nasoniae	CP038615	638
Arsenophonus nasoniae	CP038623	638
Arsenophonus nasoniae	CP038618	638
Arsenophonus nasoniae	CP038617	638
Arsenophonus nasoniae	CP038614	638
Arsenophonus nasoniae	CP038620	638
Arsenophonus nasoniae	CP038621	638
Arsenophonus nasoniae	CP038619	638
Arsenophonus nasoniae	CP038624	638
Arsenophonus nasoniae	CP038626	638
Moraxella bovis	GQ998872	476
Streptomyces hygroscopicus	CP003277	1912
Streptomyces sp. GY16	CP045095	2653200
Streptomyces malaysiensis	CP023993	92644
Rhizobium phaseoli	CP013569	396
Rhizobium	CP013506	379
Rhizobium phaseoli	CP013558	396
Selenomonas ruminantium	AB003192	971
Selenomonas ruminantium	DQ186900	971
Phaeobacter inhibens	CP010625	221822
Phaeobacter inhibens	CP010632	221822
Phaeobacter gallaeciensis	CP006970	60890
Phaeobacter	CP010646	302485
Phaeobacter	CP010719	302485
Phaeobacter porticola	CP016369	1844006
Rhodobacteraceae	CP018081	31989
Rhodobacteraceae	CP010856	31989
Sulfitobacter sp. THAF37	CP045373	2587855
Burkholderia gladioli	CP002601	28095
Burkholderia gladioli	CP002602	28095
Burkholderia glumae	CP001506	337
Burkholderia glumae	CP001505	337
Burkholderia glumae	CP045089	337
Burkholderia glumae	CP001508	337
Burkholderia glumae	CP001507	337
Burkholderia glumae	CP009433	337
Burkholderia glumae	CP045090	337
Burkholderia plantarii	CP007214	41899
Burkholderia cenocepacia	CP015032	95486
Burkholderia cenocepacia	CP015038	95486
Burkholderia pseudomallei	CP009155	28450
[Pseudomonas] mesoacidophila	CP020740	265293
Staphylococcus saprophyticus	AP008935	29385
Staphylococcus saprophyticus	CP014114	29385
Staphylococcus nepalensis	CP017467	214473
Staphylococcus nepalensis	CP017461	214473
Staphylococcus sp. 693-2	DQ390456	373067
Staphylococcus equorum	CP013981	246432
Buchnera aphidicola	AF492591	9
Francisella philomiragia	CP009446	28110
Acinetobacter	CP023021	469
Acinetobacter	KY499579	469
Acinetobacter	CP033542	469
Acinetobacter soli	CP016899	487316
Acinetobacter larvae	CP018141	1789224
Acinetobacter	CP032275	469
Acinetobacter	CP035940	469
Acinetobacter larvae	CP018142	1789224
Klebsiella pneumoniae	CP032210	573
Klebsiella pneumoniae	CP020905	573
Synechococcus sp. PCC 6312	CP003559	195253
Acinetobacter	CP021783	469
Acinetobacter nosocomialis	KC417495	106654
Acinetobacter	CP021784	469
Lactobacillus	AY096004	1578
Lactobacillus	JN601038	1578
Lactobacillus	CP013168	1578
Weissella cibaria	EU236595	137591
Lactobacillus plantarum	CP015127	1590
Lactobacillus plantarum	CP012654	1590
Lactobacillus paraplantarum	AF459640	60520
Singulisphaera acidiphila	CP003365	466153
Sphingomonas sp. MM-1	CP004038	745310
Sphingomonadaceae	CP004041	41297
Sphingomonadaceae	CP005087	41297
Sphingomonas wittichii	CP021186	160791
Sphingobium sp. YBL2	CP010960	484429
Sphingomonadaceae	CP010959	41297
Sphingomonadaceae	KU237244	41297
Sphingobium sp. YBL2	CP010958	484429
Micrococcus luteus	KC005723	1270
Agrobacterium tumefaciens	CP000632	358
Sinorhizobium fredii	HE616892	380
Sinorhizobium fredii	HE616891	380
Cardinium endosymbiont of Encarsia pergandiella	HE983996	249402
Cardinium endosymbiont of Bemisia tabaci	HG422566	672794
Pseudomonas syringae	JQ418535	317
Streptomyces violaceoruber	AY211023	1935
Streptomyces dengpaensis	CP026654	2049881
Streptomyces sp. FR1	DQ322651	349971
Streptomyces venezuelae	CP018075	54571
Streptomyces davaonensis	HE971710	1214101
Streptomyces avermitilis	AP005645	33903
Streptomyces sp. SAT1	CP016084	1849967
